x,y
-10.801967999999995,-20.210307
-10.801967999999995,-20.210307
-10.801967999999995,-20.260307
-10.851967999999996,-20.260307
-10.851967999999996,-20.310307
-10.901967999999997,-20.310307
-10.901967999999997,-20.360307
-10.901967999999997,-20.410307
-10.951967999999997,-20.410307
-10.951967999999997,-20.460307
-11.001967999999998,-20.460307
-11.001967999999998,-20.510307
-11.051967999999995,-20.510307
-11.051967999999995,-20.560307
-11.101967999999996,-20.560307
-11.151967999999997,-20.610307
-11.201967999999997,-20.610307
-11.201967999999997,-20.660307
-11.251967999999998,-20.660307
-11.251967999999998,-20.710307
-11.301967999999995,-20.710307
-11.301967999999995,-20.760307
-11.351967999999996,-20.760307
-11.401967999999997,-20.760307
-11.401967999999997,-20.810307
-11.451967999999997,-20.810307
-11.451967999999997,-20.860307
-11.501967999999998,-20.860307
-11.551967999999995,-20.910307
-11.601967999999996,-20.910307
-11.601967999999996,-20.960307
-11.651967999999997,-20.960307
-11.701967999999997,-20.960307
-11.701967999999997,-21.010307
-11.751967999999998,-21.010307
-11.751967999999998,-21.060307
-11.801967999999995,-21.060307
-11.851967999999996,-21.060307
-11.901967999999997,-21.060307
-11.901967999999997,-21.110307
-11.951967999999997,-21.110307
-12.001967999999998,-21.110307
-12.051967999999995,-21.110307
-12.051967999999995,-21.160307
-12.101967999999996,-21.160307
-12.151967999999997,-21.160307
-12.201967999999997,-21.160307
-12.201967999999997,-21.210307
-12.251967999999998,-21.210307
-12.301967999999995,-21.210307
-12.351967999999996,-21.210307
-12.401967999999997,-21.210307
-12.401967999999997,-21.260307
-12.451967999999997,-21.260307
-12.501967999999998,-21.260307
-12.551967999999995,-21.260307
-12.551967999999995,-21.310307
-12.601967999999996,-21.310307
-12.651967999999997,-21.310307
-12.701967999999997,-21.310307
-12.701967999999997,-21.360307
-12.751967999999998,-21.360307
-12.801967999999995,-21.360307
-12.801967999999995,-21.410307
-12.801967999999995,-21.460307
-12.801967999999995,-21.510307
-12.801967999999995,-21.560307
-12.851967999999996,-21.560307
-12.851967999999996,-21.610307
-12.851967999999996,-21.660307
-12.901967999999997,-21.660307
-12.901967999999997,-21.710307
-12.901967999999997,-21.760307
-12.901967999999997,-21.810307
-12.951967999999997,-21.810307
-12.951967999999997,-21.860307
-12.951967999999997,-21.910307
-13.001967999999998,-21.910307
-13.001967999999998,-21.960307
-13.001967999999998,-22.010307
-13.051967999999995,-22.010307
-13.051967999999995,-22.060307
-13.051967999999995,-22.110307
-13.051967999999995,-22.160307
-13.051967999999995,-22.210307
-13.051967999999995,-22.260307
-13.051967999999995,-22.310307
-13.051967999999995,-22.360307
-13.051967999999995,-22.410307
-13.051967999999995,-22.460307
-13.051967999999995,-22.510307
-13.051967999999995,-22.560307
-13.051967999999995,-22.610307
-13.051967999999995,-22.660307
-13.051967999999995,-22.710307
-13.051967999999995,-22.760307
-13.051967999999995,-22.810307
-13.051967999999995,-22.860307
-13.051967999999995,-22.910307
-13.051967999999995,-22.960307
-13.051967999999995,-23.010307
-13.051967999999995,-23.060307
-13.051967999999995,-23.110307
-13.051967999999995,-23.160307
-13.051967999999995,-23.210307
-13.051967999999995,-23.260307
-13.051967999999995,-23.310307
-13.051967999999995,-23.360307
-13.051967999999995,-23.410307
-13.051967999999995,-23.460307
-13.051967999999995,-23.510307
-13.051967999999995,-23.560307
-13.051967999999995,-23.610307
-13.051967999999995,-23.660307
-13.051967999999995,-23.710307
-13.051967999999995,-23.760307
-13.051967999999995,-23.810307
-13.051967999999995,-23.860307
-13.051967999999995,-23.910307
-13.051967999999995,-23.960307
-13.051967999999995,-24.010307
-13.051967999999995,-24.060307
-13.051967999999995,-24.110307
-13.051967999999995,-24.160307
-13.051967999999995,-24.210307
-13.051967999999995,-24.260307
-13.051967999999995,-24.310307
-13.051967999999995,-24.360307
-13.051967999999995,-24.410307
-13.051967999999995,-24.460307
-13.051967999999995,-24.510307
-13.051967999999995,-24.560307
-13.051967999999995,-24.610307
-13.051967999999995,-24.660307
-13.051967999999995,-24.710307
-13.051967999999995,-24.760307
-13.051967999999995,-24.810307
-13.051967999999995,-24.860307
-13.051967999999995,-24.910307
-13.051967999999995,-24.960307
-13.051967999999995,-25.010307
-13.051967999999995,-25.060307
-13.051967999999995,-25.110307
-13.051967999999995,-25.160307
-13.051967999999995,-25.210307
-13.051967999999995,-25.260307
-13.051967999999995,-25.310307
-13.051967999999995,-25.360307
-13.051967999999995,-25.410307
-13.051967999999995,-25.460307
-13.051967999999995,-25.510307
-13.051967999999995,-25.560307
-13.051967999999995,-25.610307
-13.051967999999995,-25.660307
-13.051967999999995,-25.710307
-13.051967999999995,-25.760307
-13.051967999999995,-25.810307
-13.051967999999995,-25.860307
-13.051967999999995,-25.910307
-13.051967999999995,-25.960307
-13.051967999999995,-26.010307
-13.051967999999995,-26.060307
-13.051967999999995,-26.110307
-13.001967999999998,-26.110307
-13.001967999999998,-26.160307
-13.001967999999998,-26.210307
-13.001967999999998,-26.260307
-13.001967999999998,-26.310307
-13.001967999999998,-26.360307
-13.001967999999998,-26.410307
-13.001967999999998,-26.460307
-13.001967999999998,-26.510307
-13.001967999999998,-26.560307
-13.001967999999998,-26.610307
-13.001967999999998,-26.660307
-13.001967999999998,-26.710307
-13.001967999999998,-27.010307
-13.001967999999998,-27.060307
-13.001967999999998,-27.110307
-12.951967999999997,-27.210307
-12.901967999999997,-27.260307
-12.851967999999996,-27.310307
-12.801967999999995,-27.310307
-12.751967999999998,-27.360307
-12.701967999999997,-27.360307
-12.651967999999997,-27.360307
-12.601967999999996,-27.360307
-12.501967999999998,-27.410307
-12.451967999999997,-27.410307
