x,y
-7.099999999999994,-20.000000999999997
-7.099999999999994,-20.000000999999997
-7.199999999999996,-20.000000999999997
-7.099999999999994,-20.100001
-7.099999999999994,-20.200000999999993
-6.9999999999999964,-20.200000999999993
-6.9999999999999964,-20.300000999999995
-6.899999999999995,-20.300000999999995
-6.899999999999995,-20.400000999999996
-6.799999999999997,-20.400000999999996
-6.799999999999997,-20.500000999999997
-6.799999999999997,-20.600001
-6.699999999999996,-20.600001
-6.699999999999996,-20.700000999999993
-6.599999999999994,-20.700000999999993
-6.599999999999994,-20.800000999999995
-6.4999999999999964,-20.800000999999995
-6.4999999999999964,-20.900000999999996
-6.399999999999995,-20.900000999999996
-6.399999999999995,-21.000000999999997
-6.299999999999997,-21.000000999999997
-6.299999999999997,-21.100001
-6.199999999999996,-21.100001
-6.199999999999996,-21.200000999999993
-6.099999999999994,-21.200000999999993
-6.099999999999994,-21.300000999999995
-5.9999999999999964,-21.300000999999995
-5.9999999999999964,-21.400000999999996
-5.899999999999995,-21.400000999999996
-5.799999999999997,-21.400000999999996
-5.799999999999997,-21.500000999999997
-5.699999999999996,-21.500000999999997
-5.699999999999996,-21.600000999999995
-5.599999999999994,-21.600000999999995
-5.4999999999999964,-21.600000999999995
-5.4999999999999964,-21.700000999999997
-5.399999999999995,-21.700000999999997
-5.299999999999997,-21.700000999999997
-5.299999999999997,-21.800000999999995
-5.199999999999996,-21.800000999999995
-5.099999999999994,-21.800000999999995
-4.9999999999999964,-21.800000999999995
-4.9999999999999964,-21.900000999999996
-4.899999999999995,-21.900000999999996
-4.799999999999997,-21.900000999999996
-4.699999999999996,-21.900000999999996
-4.599999999999994,-21.900000999999996
-4.599999999999994,-22.000000999999997
-4.4999999999999964,-22.000000999999997
-4.399999999999995,-22.000000999999997
-4.299999999999997,-22.000000999999997
-4.199999999999996,-22.000000999999997
-4.199999999999996,-22.100000999999995
-4.099999999999994,-22.100000999999995
-3.9999999999999964,-22.100000999999995
-3.899999999999995,-22.100000999999995
-3.799999999999997,-22.100000999999995
-3.6999999999999957,-22.100000999999995
-3.5999999999999943,-22.100000999999995
-3.4999999999999964,-22.100000999999995
-3.4999999999999964,-22.200000999999997
-3.399999999999995,-22.200000999999997
-3.299999999999997,-22.200000999999997
-3.1999999999999957,-22.200000999999997
-3.0999999999999943,-22.200000999999997
-2.999999999999993,-22.200000999999997
-2.8999999999999986,-22.200000999999997
-2.799999999999997,-22.200000999999997
-2.799999999999997,-22.300000999999995
-2.6999999999999957,-22.300000999999995
-2.5999999999999943,-22.300000999999995
-2.499999999999993,-22.300000999999995
-2.3999999999999986,-22.300000999999995
-2.299999999999997,-22.300000999999995
-2.1999999999999957,-22.300000999999995
-2.0999999999999943,-22.300000999999995
-1.999999999999993,-22.300000999999995
-1.8999999999999986,-22.300000999999995
-1.8999999999999986,-22.400000999999996
-1.7999999999999972,-22.400000999999996
-1.6999999999999957,-22.400000999999996
-1.5999999999999943,-22.400000999999996
-1.499999999999993,-22.400000999999996
-1.3999999999999986,-22.400000999999996
-1.2999999999999972,-22.400000999999996
-1.1999999999999957,-22.400000999999996
-1.0999999999999943,-22.400000999999996
-0.9999999999999929,-22.400000999999996
-0.8999999999999986,-22.400000999999996
-0.7999999999999972,-22.400000999999996
-0.6999999999999957,-22.400000999999996
-0.6999999999999957,-22.500000999999997
-0.5999999999999943,-22.500000999999997
-0.4999999999999929,-22.500000999999997
-0.3999999999999986,-22.500000999999997
-0.29999999999999716,-22.500000999999997
-0.19999999999999574,-22.500000999999997
-0.09999999999999432,-22.500000999999997
7.105427357601002e-15,-22.500000999999997
0.10000000000000142,-22.500000999999997
0.20000000000000284,-22.500000999999997
0.30000000000000426,-22.500000999999997
0.4000000000000057,-22.500000999999997
0.5000000000000071,-22.500000999999997
0.6000000000000014,-22.500000999999997
0.7000000000000028,-22.500000999999997
0.8000000000000043,-22.500000999999997
0.9000000000000057,-22.500000999999997
1.000000000000007,-22.500000999999997
1.000000000000007,-22.600000999999995
1.1000000000000014,-22.600000999999995
1.2000000000000028,-22.600000999999995
1.3000000000000043,-22.600000999999995
1.4000000000000057,-22.600000999999995
1.500000000000007,-22.600000999999995
1.6000000000000014,-22.600000999999995
1.7000000000000028,-22.600000999999995
1.8000000000000043,-22.600000999999995
1.9000000000000057,-22.600000999999995
2.000000000000007,-22.600000999999995
2.1000000000000014,-22.600000999999995
2.200000000000003,-22.600000999999995
2.3000000000000043,-22.600000999999995
2.4000000000000057,-22.600000999999995
2.500000000000007,-22.600000999999995
2.6000000000000014,-22.600000999999995
2.700000000000003,-22.600000999999995
2.700000000000003,-22.700000999999997
2.8000000000000043,-22.700000999999997
2.9000000000000057,-22.700000999999997
3.000000000000007,-22.700000999999997
3.1000000000000085,-22.700000999999997
3.200000000000003,-22.700000999999997
3.3000000000000043,-22.700000999999997
3.4000000000000057,-22.700000999999997
3.500000000000007,-22.700000999999997
3.6000000000000085,-22.700000999999997
3.700000000000003,-22.700000999999997
3.8000000000000043,-22.700000999999997
3.9000000000000057,-22.700000999999997
4.000000000000007,-22.700000999999997
4.1000000000000085,-22.700000999999997
4.200000000000003,-22.700000999999997
4.300000000000004,-22.700000999999997
4.400000000000006,-22.700000999999997
4.500000000000007,-22.700000999999997
4.6000000000000085,-22.700000999999997
4.700000000000003,-22.700000999999997
4.700000000000003,-22.800000999999995
4.800000000000004,-22.800000999999995
4.900000000000006,-22.800000999999995
5.000000000000007,-22.800000999999995
5.1000000000000085,-22.800000999999995
5.200000000000003,-22.800000999999995
5.300000000000004,-22.800000999999995
5.400000000000006,-22.800000999999995
5.500000000000007,-22.800000999999995
5.6000000000000085,-22.800000999999995
5.700000000000003,-22.800000999999995
5.800000000000004,-22.800000999999995
5.900000000000006,-22.800000999999995
6.000000000000007,-22.800000999999995
6.1000000000000085,-22.800000999999995
6.200000000000003,-22.800000999999995
6.300000000000004,-22.800000999999995
6.400000000000006,-22.800000999999995
6.500000000000007,-22.800000999999995
6.6000000000000085,-22.800000999999995
6.700000000000003,-22.800000999999995
6.800000000000004,-22.800000999999995
6.900000000000006,-22.800000999999995
7.000000000000007,-22.800000999999995
7.1000000000000085,-22.800000999999995
7.200000000000003,-22.800000999999995
7.200000000000003,-22.700000999999997
7.300000000000004,-22.700000999999997
7.300000000000004,-22.600000999999995
7.300000000000004,-22.500000999999997
7.300000000000004,-22.400000999999996
7.300000000000004,-22.300000999999995
7.300000000000004,-22.200000999999997
7.300000000000004,-22.100000999999995
7.300000000000004,-22.000000999999997
7.300000000000004,-21.900000999999996
7.300000000000004,-21.800000999999995
7.300000000000004,-21.700000999999997
7.300000000000004,-21.600000999999995
7.300000000000004,-21.500000999999997
7.300000000000004,-21.400000999999996
7.300000000000004,-21.300000999999995
7.300000000000004,-21.200000999999993
7.300000000000004,-21.100001
7.300000000000004,-21.000000999999997
7.300000000000004,-20.900000999999996
7.300000000000004,-20.800000999999995
7.300000000000004,-20.700000999999993
7.300000000000004,-20.600001
7.300000000000004,-20.500000999999997
7.300000000000004,-20.400000999999996
7.300000000000004,-20.300000999999995
7.300000000000004,-20.200000999999993
7.300000000000004,-20.100001
7.300000000000004,-20.000000999999997
7.300000000000004,-19.900000999999996
7.300000000000004,-19.800000999999995
7.300000000000004,-19.700000999999993
7.300000000000004,-19.600001
7.300000000000004,-19.500000999999997
7.300000000000004,-19.400000999999996
7.300000000000004,-19.300000999999995
7.300000000000004,-19.200000999999993
7.300000000000004,-19.100001
7.300000000000004,-19.000000999999997
7.300000000000004,-18.900000999999996
7.300000000000004,-18.800000999999995
7.300000000000004,-18.700000999999993
7.300000000000004,-18.600001
7.300000000000004,-18.500000999999997
7.300000000000004,-18.400000999999996
7.300000000000004,-18.300000999999995
7.300000000000004,-18.200000999999993
7.300000000000004,-18.100001
7.300000000000004,-18.000000999999997
7.300000000000004,-17.900000999999996
7.300000000000004,-17.800000999999995
7.300000000000004,-17.700000999999993
7.300000000000004,-17.600001
7.300000000000004,-17.500000999999997
7.300000000000004,-17.400000999999996
7.300000000000004,-17.300000999999995
7.400000000000006,-17.300000999999995
7.400000000000006,-17.200000999999993
7.400000000000006,-17.100001
7.400000000000006,-17.000000999999997
7.400000000000006,-16.900000999999996
7.400000000000006,-16.800000999999995
7.400000000000006,-16.700000999999993
7.400000000000006,-16.600001
7.400000000000006,-16.500000999999997
7.400000000000006,-16.400000999999996
7.400000000000006,-16.300000999999995
7.400000000000006,-16.200000999999993
7.400000000000006,-16.100001
7.400000000000006,-16.000000999999997
7.400000000000006,-15.900000999999996
7.400000000000006,-15.800000999999995
7.400000000000006,-15.700000999999993
7.400000000000006,-15.600000999999999
7.400000000000006,-15.500000999999997
7.400000000000006,-15.400000999999996
7.400000000000006,-15.300000999999995
7.400000000000006,-15.200000999999993
7.400000000000006,-15.100000999999992
7.400000000000006,-15.000000999999997
7.400000000000006,-14.900000999999996
7.400000000000006,-14.800000999999995
7.400000000000006,-14.700000999999993
7.400000000000006,-14.600000999999992
7.400000000000006,-14.500000999999997
7.400000000000006,-14.400000999999996
7.400000000000006,-14.300000999999995
7.400000000000006,-14.200000999999993
7.400000000000006,-14.100000999999992
7.400000000000006,-14.000000999999997
7.400000000000006,-13.900000999999996
7.400000000000006,-13.800000999999995
7.400000000000006,-13.700000999999993
7.400000000000006,-13.600000999999992
7.500000000000007,-13.600000999999992
7.500000000000007,-13.500000999999997
7.500000000000007,-13.400000999999996
7.500000000000007,-13.300000999999995
7.500000000000007,-13.200000999999993
7.500000000000007,-13.100000999999992
7.500000000000007,-13.000000999999997
7.500000000000007,-12.900000999999996
7.500000000000007,-12.800000999999995
7.500000000000007,-12.700000999999993
7.500000000000007,-12.600000999999992
7.500000000000007,-12.500000999999997
7.500000000000007,-12.400000999999996
7.500000000000007,-12.300000999999995
7.500000000000007,-12.200000999999993
7.500000000000007,-12.100000999999992
7.500000000000007,-12.000000999999997
7.500000000000007,-11.900000999999996
7.500000000000007,-11.800000999999995
7.500000000000007,-11.700000999999993
7.500000000000007,-11.600000999999992
7.500000000000007,-11.500000999999997
7.500000000000007,-11.400000999999996
7.500000000000007,-11.300000999999995
7.500000000000007,-11.200000999999993
7.500000000000007,-11.100000999999992
7.500000000000007,-11.000000999999997
7.500000000000007,-10.900000999999996
7.500000000000007,-10.800000999999995
7.500000000000007,-10.700000999999993
7.500000000000007,-10.600000999999992
7.500000000000007,-10.500000999999997
7.500000000000007,-10.400000999999996
7.500000000000007,-10.300000999999995
7.500000000000007,-10.200000999999993
7.500000000000007,-10.100000999999992
7.500000000000007,-10.000000999999997
7.6000000000000085,-10.000000999999997
7.6000000000000085,-9.900000999999996
7.6000000000000085,-9.800000999999995
7.6000000000000085,-9.700000999999993
7.6000000000000085,-9.600000999999992
7.6000000000000085,-9.500000999999997
7.6000000000000085,-9.400000999999996
7.6000000000000085,-9.300000999999995
7.6000000000000085,-9.200000999999993
7.6000000000000085,-9.100000999999992
7.6000000000000085,-9.000000999999997
7.6000000000000085,-8.900000999999996
7.6000000000000085,-8.800000999999995
7.6000000000000085,-8.700000999999993
7.6000000000000085,-8.600000999999992
7.6000000000000085,-8.500000999999997
7.6000000000000085,-8.400000999999996
7.6000000000000085,-8.300000999999995
7.6000000000000085,-8.200000999999993
7.6000000000000085,-8.100000999999992
7.6000000000000085,-8.000000999999997
7.6000000000000085,-7.900000999999996
7.6000000000000085,-7.800000999999995
7.6000000000000085,-7.700000999999993
7.6000000000000085,-7.600000999999992
7.6000000000000085,-7.5000009999999975
7.6000000000000085,-7.400000999999996
7.6000000000000085,-7.300000999999995
7.6000000000000085,-7.200000999999993
7.6000000000000085,-7.100000999999992
7.6000000000000085,-7.0000009999999975
7.6000000000000085,-6.900000999999996
7.6000000000000085,-6.800000999999995
7.6000000000000085,-6.700000999999993
7.6000000000000085,-6.600000999999992
7.6000000000000085,-6.5000009999999975
7.6000000000000085,-6.400000999999996
7.6000000000000085,-6.300000999999995
7.6000000000000085,-6.200000999999993
7.6000000000000085,-6.100000999999992
7.6000000000000085,-6.0000009999999975
7.6000000000000085,-5.900000999999996
7.6000000000000085,-5.800000999999995
7.6000000000000085,-5.700000999999993
7.700000000000003,-5.700000999999993
7.700000000000003,-5.600000999999992
7.700000000000003,-5.5000009999999975
7.700000000000003,-5.400000999999996
7.700000000000003,-5.300000999999995
7.700000000000003,-5.200000999999993
7.700000000000003,-5.100000999999992
7.700000000000003,-5.0000009999999975
7.700000000000003,-4.900000999999996
7.700000000000003,-4.800000999999995
7.700000000000003,-4.700000999999993
7.800000000000004,-4.700000999999993
7.800000000000004,-4.400000999999996
7.800000000000004,-4.300000999999995
7.800000000000004,-4.200000999999993
7.800000000000004,-4.100000999999992
7.800000000000004,-4.0000009999999975
7.800000000000004,-3.900000999999996
7.800000000000004,-3.8000009999999946
7.800000000000004,-3.700000999999993
7.800000000000004,-3.600000999999992
7.800000000000004,-3.5000009999999975
7.800000000000004,-3.400000999999996
7.800000000000004,-3.3000009999999946
7.800000000000004,-3.200000999999993
7.800000000000004,-3.100000999999992
7.800000000000004,-3.0000009999999975
7.800000000000004,-2.900000999999996
7.900000000000006,-2.900000999999996
7.900000000000006,-2.8000009999999946
7.900000000000006,-2.700000999999993
7.900000000000006,-2.600000999999992
7.900000000000006,-2.5000009999999975
7.900000000000006,-2.400000999999996
7.900000000000006,-2.3000009999999946
7.900000000000006,-2.200000999999993
7.900000000000006,-2.100000999999992
7.900000000000006,-2.0000009999999975
7.900000000000006,-1.900000999999996
7.900000000000006,-1.8000009999999946
7.900000000000006,-1.7000009999999932
7.900000000000006,-1.6000009999999918
7.900000000000006,-1.5000009999999975
7.900000000000006,-1.400000999999996
7.900000000000006,-1.3000009999999946
7.900000000000006,-1.2000009999999932
8.000000000000007,-1.2000009999999932
8.000000000000007,-1.1000009999999918
8.000000000000007,-1.0000009999999975
8.000000000000007,-0.900000999999996
8.000000000000007,-0.8000009999999946
8.000000000000007,-0.7000009999999932
8.000000000000007,-0.6000009999999918
8.000000000000007,-0.5000009999999975
8.000000000000007,-0.40000099999999605
8.000000000000007,-0.30000099999999463
8.000000000000007,-0.2000009999999932
8.000000000000007,-0.10000099999999179
8.000000000000007,-9.999999974752427e-07
8.000000000000007,0.09999900000000395
8.000000000000007,0.19999900000000537
8.000000000000007,0.2999990000000068
8.000000000000007,0.3999990000000082
8.000000000000007,0.4999990000000025
8.000000000000007,0.599999000000004
8.100000000000009,0.599999000000004
8.100000000000009,0.6999990000000054
8.100000000000009,0.7999990000000068
8.100000000000009,0.8999990000000082
8.100000000000009,0.9999990000000025
8.100000000000009,1.099999000000004
8.100000000000009,1.1999990000000054
8.100000000000009,1.2999990000000068
8.100000000000009,1.3999990000000082
8.100000000000009,1.4999990000000025
8.100000000000009,1.599999000000004
8.100000000000009,1.6999990000000054
8.100000000000009,1.7999990000000068
8.100000000000009,1.8999990000000082
8.100000000000009,1.9999990000000025
8.100000000000009,2.099999000000004
8.100000000000009,2.1999990000000054
8.100000000000009,2.299999000000007
8.100000000000009,2.399999000000008
8.100000000000009,2.4999990000000025
8.000000000000007,2.4999990000000025
8.000000000000007,2.599999000000004
8.000000000000007,2.6999990000000054
8.000000000000007,2.799999000000007
7.900000000000006,2.799999000000007
7.900000000000006,2.899999000000008
7.900000000000006,2.9999990000000025
7.800000000000004,2.9999990000000025
7.800000000000004,3.099999000000004
7.700000000000003,3.099999000000004
7.700000000000003,3.1999990000000054
7.6000000000000085,3.1999990000000054
7.500000000000007,3.1999990000000054
7.400000000000006,3.1999990000000054
7.400000000000006,3.299999000000007
7.300000000000004,3.299999000000007
7.200000000000003,3.299999000000007
7.1000000000000085,3.299999000000007
7.000000000000007,3.299999000000007
7.000000000000007,3.399999000000008
6.900000000000006,3.399999000000008
6.800000000000004,3.399999000000008
6.700000000000003,3.399999000000008
6.6000000000000085,3.399999000000008
6.500000000000007,3.399999000000008
6.400000000000006,3.399999000000008
6.300000000000004,3.399999000000008
6.200000000000003,3.399999000000008
6.1000000000000085,3.399999000000008
6.000000000000007,3.399999000000008
5.900000000000006,3.399999000000008
5.800000000000004,3.399999000000008
5.700000000000003,3.399999000000008
5.6000000000000085,3.399999000000008
5.500000000000007,3.399999000000008
5.400000000000006,3.399999000000008
5.300000000000004,3.399999000000008
5.200000000000003,3.399999000000008
5.1000000000000085,3.399999000000008
5.000000000000007,3.399999000000008
4.900000000000006,3.399999000000008
4.800000000000004,3.399999000000008
4.700000000000003,3.399999000000008
4.6000000000000085,3.399999000000008
4.500000000000007,3.399999000000008
4.400000000000006,3.399999000000008
4.300000000000004,3.399999000000008
4.200000000000003,3.399999000000008
4.1000000000000085,3.399999000000008
