x,y
-11.599999999999994,-19.800000999999995
-11.599999999999994,-19.800000999999995
-11.699999999999996,-19.800000999999995
-11.699999999999996,-19.900000999999996
-11.799999999999997,-19.900000999999996
-11.899999999999995,-19.900000999999996
-11.899999999999995,-20.000000999999997
-11.999999999999996,-20.000000999999997
-12.099999999999994,-20.000000999999997
-12.099999999999994,-20.100001
-12.199999999999996,-20.100001
-12.299999999999997,-20.100001
-12.399999999999995,-20.100001
-12.399999999999995,-20.200000999999993
-12.499999999999996,-20.200000999999993
-12.599999999999994,-20.200000999999993
-12.699999999999996,-20.200000999999993
-12.799999999999997,-20.200000999999993
-12.799999999999997,-20.300000999999995
-12.899999999999995,-20.300000999999995
-12.999999999999996,-20.300000999999995
-12.999999999999996,-20.400000999999996
-13.099999999999994,-20.400000999999996
-13.199999999999996,-20.400000999999996
-13.199999999999996,-20.500000999999997
-13.299999999999997,-20.500000999999997
-13.399999999999995,-20.600001
-13.499999999999996,-20.600001
-13.599999999999994,-20.600001
-13.599999999999994,-20.700000999999993
-13.699999999999996,-20.700000999999993
-13.799999999999997,-20.700000999999993
-13.799999999999997,-20.800000999999995
-13.899999999999995,-20.800000999999995
-13.899999999999995,-20.900000999999996
-13.999999999999996,-20.900000999999996
-14.099999999999994,-21.500000999999997
-14.099999999999994,-21.600000999999995
-14.099999999999994,-21.700000999999997
-14.099999999999994,-21.800000999999995
-14.099999999999994,-21.900000999999996
-14.099999999999994,-22.000000999999997
-14.099999999999994,-22.100000999999995
-14.099999999999994,-22.200000999999997
-14.099999999999994,-22.300000999999995
-14.099999999999994,-22.400000999999996
-14.099999999999994,-22.500000999999997
-14.099999999999994,-22.600000999999995
-14.099999999999994,-22.700000999999997
-14.099999999999994,-22.800000999999995
-14.099999999999994,-22.900000999999996
-14.099999999999994,-23.000000999999997
-14.099999999999994,-23.100000999999995
-14.099999999999994,-23.200000999999997
-14.099999999999994,-23.300000999999995
-14.099999999999994,-23.400000999999996
-14.099999999999994,-23.500000999999997
-14.099999999999994,-23.600000999999995
-14.099999999999994,-23.700000999999997
-14.099999999999994,-23.800000999999995
-14.099999999999994,-23.900000999999996
-14.099999999999994,-24.000000999999997
-14.099999999999994,-24.100000999999995
-14.099999999999994,-24.200000999999997
-14.099999999999994,-24.300000999999995
-14.099999999999994,-24.400000999999996
-14.099999999999994,-24.500000999999997
-14.099999999999994,-24.600000999999995
-14.099999999999994,-24.700000999999997
-14.099999999999994,-24.800000999999995
-14.099999999999994,-24.900000999999996
-14.099999999999994,-25.000000999999997
-14.099999999999994,-25.100000999999995
-14.099999999999994,-25.200000999999997
-14.099999999999994,-25.300000999999995
-14.099999999999994,-25.400000999999996
-14.099999999999994,-25.500000999999997
-14.099999999999994,-25.600000999999995
-14.099999999999994,-25.700000999999997
-13.099999999999994,-27.200000999999997
-12.999999999999996,-27.200000999999997
-12.899999999999995,-27.200000999999997
-12.799999999999997,-27.200000999999997
-12.699999999999996,-27.200000999999997
-12.599999999999994,-27.200000999999997
-12.499999999999996,-27.200000999999997
-12.399999999999995,-27.200000999999997
-12.299999999999997,-27.200000999999997
-12.199999999999996,-27.200000999999997
-12.099999999999994,-27.200000999999997
-11.999999999999996,-27.200000999999997
-11.899999999999995,-27.200000999999997
-11.799999999999997,-27.200000999999997
-11.699999999999996,-27.200000999999997
-11.199999999999996,-27.300000999999995
-11.099999999999994,-27.300000999999995
-10.999999999999996,-27.300000999999995
-10.899999999999995,-27.300000999999995
-10.799999999999997,-27.300000999999995
-10.699999999999996,-27.300000999999995
-10.599999999999994,-27.300000999999995
-10.499999999999996,-27.300000999999995
